Référence	ContexteGauche	Pivot	ContexteDroit
1736_Crebillon_Egarements2	conversation particulière avec Madame De Lursay. J'	étais	persuadé qu'elle m'avait trompé et que je ne devais jamais
1736_Crebillon_Egarements2	Lursay. J'étais persuadé qu'elle m'	avait	trompé et que je ne devais jamais lui pardonner la fausseté d'
1736_Crebillon_Egarements2	elle m'avait trompé et que je ne	devais	jamais lui pardonner la fausseté d'avoir voulu me paraître respectable.
1736_Crebillon_Egarements2	avoir voulu me paraître respectable. Il me	semblait	que, ne voulant plus la revoir sur le pied où nous
1736_Crebillon_Egarements2	plus la revoir sur le pied où nous	avions	été ensemble, il y allait de ma gloire à lui apprendre
1736_Crebillon_Egarements2	où nous avions été ensemble, il y	allait	de ma gloire à lui apprendre combien j'étais instruit et à
1736_Crebillon_Egarements2	de ma gloire à lui apprendre combien j'	étais	instruit et à lui ôter le plaisir de croire que je conservais
1736_Crebillon_Egarements2	lui ôter le plaisir de croire que je	conservais	pour elle toute l'estime qu'elle se flattait de m'avoir
1736_Crebillon_Egarements2	pour elle toute l'estime qu'elle se	flattait	de m'avoir inspirée ; que je ne pouvais pas, pour
1736_Crebillon_Egarements2	de m'avoir inspirée ; que je ne	pouvais	pas, pour exécuter ce projet, saisir un meilleur temps que
1736_Crebillon_Egarements2	dont par trois mois de soins je n'	avais	pas pu triompher, elle donnait des rendez -vous à quelqu'un qui
1736_Crebillon_Egarements2	je n'avais pas pu triompher, elle	donnait	des rendez -vous à quelqu'un qui, peut-être, n'avait eu
1736_Crebillon_Egarements2	-vous à quelqu'un qui, peut-être, n'	avait	eu ni le temps, ni le désir de lui en demander
1736_Crebillon_Egarements2	désir de lui en demander. Je me	faisais	enfin un tableau si touchant de la confusion où je ne doutais
1736_Crebillon_Egarements2	si touchant de la confusion où je ne	doutais	pas qu'elle ne tombât, et de l'impatience où je
1736_Crebillon_Egarements2	. Occupé de ces agréables idées, j'	attendais	le moment où je pourrais les voir remplies. Il vint enfin
1736_Crebillon_Egarements2	un de mes gens à qui je n'	avais	rien de particulier à dire et, tous les équipages sortis,
1736_Crebillon_Egarements2	Madame De Lursay sur un canapé où elle	rêvait	. De quelque courage que je me fusse armé, je ne
1736_Crebillon_Egarements2	bien voulu n'avoir pas imaginé que j'	avais	tant de choses à lui dire. Toutefois la nécessité de me
1736_Crebillon_Egarements2	tirer heureusement d'une aventure où je m'	étais	embarqué moi -même, le dépit que sa vue m'inspirait,
1736_Crebillon_Egarements2	-même, le dépit que sa vue m'	inspirait	, et le plaisir de la mortifier me rendirent ma fermeté.
1736_Crebillon_Egarements2	ai jamais répondu à ce que je n'	entendais	pas, répliqua-t -elle, ni demandé ce que je ne me
1736_Crebillon_Egarements2	, ni demandé ce que je ne me	souciais	pas d'apprendre ; ainsi, sans vous interroger sur le sens
1736_Crebillon_Egarements2	en contrefaisant le ton poli dont je lui	parlais	, et je suis sincèrement fâchée de ne pouvoir pas l'accepter
1736_Crebillon_Egarements2	que je ne suis pas surpris que vous	trouviez	indiscrète. Je n'ignore aucune des raisons qui vous la font
1736_Crebillon_Egarements2	sais que je remplis des moments que vous	aviez	destinés à des plaisirs plus doux que celui de m'entendre et
1736_Crebillon_Egarements2	. Vous l'avez cru, et vous	aviez	raison... -asseyez -vous, monsieur, interrompit -elle tranquillement. Ce
1736_Crebillon_Egarements2	, je poursuivis ainsi : " je vous	disais	, madame, que vous aviez raison de croire que je me
1736_Crebillon_Egarements2	je vous disais, madame, que vous	aviez	raison de croire que je me trouverais infiniment heureux de vous plaire
1736_Crebillon_Egarements2	jeunesse et le peu d'usage que j'	avais	du monde vous répondaient de ma crédulité, et, si j'
1736_Crebillon_Egarements2	d'usage que j'avais du monde vous	répondaient	de ma crédulité, et, si j'avais été plus instruit
1736_Crebillon_Egarements2	de ma crédulité, et, si j'	avais	été plus instruit, vous auriez dû compter moins sur elle.
1736_Crebillon_Egarements2	eu besoin de beaucoup d'artifice ; vous	pouviez	même en employer moins que vous n'avez fait, et c'
1736_Crebillon_Egarements2	que vous n'avez fait, et c'	était	penser de moi trop avantageusement que decroire qu'il fallût, pour
1736_Crebillon_Egarements2	madame, je l'avouerai, je vous	respectais	trop aveuglément pour oser douter un instant que vous ne fussiez telle
1736_Crebillon_Egarements2	instant que vous ne fussiez telle que vous	vouliez	me le paraître, que vous n'eussiez toujours vécu loin de
1736_Crebillon_Egarements2	que ce ne fût en vain qu'on	avait	attaqué votre coeur, et que je ne fusse le premier qui
1736_Crebillon_Egarements2	, pensant avantageusement de moi, vous n'	aviez	pas mauvaise opinion de vous -même. Ce n'était assurément pas
1736_Crebillon_Egarements2	mauvaise opinion de vous -même. Ce n'	était	assurément pas vous estimer peu, que de vous croire fait pour
1736_Crebillon_Egarements2	une femme qui, jusques à vous,	avait	si bien résisté. Eh bien ! Ensuite d'une idée aussi
1736_Crebillon_Egarements2	, repris -je avec émotion, vous y	gagniez	plus que moi. Si je ne vous avais regardée que comme
1736_Crebillon_Egarements2	plus que moi. Si je ne vous	avais	regardée que comme une femme ordinaire, je vous aurais peut-être moins
1736_Crebillon_Egarements2	mon amour, durent vous apprendre que j'	avais	peu d'espérance de vous plaire et vous prouver tout le respect
1736_Crebillon_Egarements2	vous prouver tout le respect que vous m'	aviez	fait naître. -à votre âge, dit -elle, qu'on
1736_Crebillon_Egarements2	compte d'un mouvement de crainte que je	devais	plus à votre imbécillité qu'au respect que vous aviez pour moi
1736_Crebillon_Egarements2	à votre imbécillité qu'au respect que vous	aviez	pour moi. -quelle qu'en fût la cause, repris -je
1736_Crebillon_Egarements2	repris -je, mon trouble ne vous en	était	pas moins agréable et vous deviez être flattée de me voir des
1736_Crebillon_Egarements2	vous en était pas moins agréable et vous	deviez	être flattée de me voir des craintes que peut-être vous ne deviez
1736_Crebillon_Egarements2	me voir des craintes que peut-être vous ne	deviez	pas m'inspirer. -mais non, répliqua-t -elle, le plaisir
1736_Crebillon_Egarements2	. Poursuivez. Eh bien ! Vous ne	deviez	pas m'estimer autant que vous avez fait, et vous vous
1736_Crebillon_Egarements2	madame. J'ai appris combien mes craintes	étaient	déplacées et je ne me consolerais jamais du ridicule qu'elles m'
1736_Crebillon_Egarements2	plaisir de me les voir ne vous en	avait	pas coûté d'autres. -oui, repartit -elle, avec un
1736_Crebillon_Egarements2	fois un assez mauvais personnage, mais c'	était	précisément par cette raison qu'elles ne pouvaient pas m'amuser.
1736_Crebillon_Egarements2	était précisément par cette raison qu'elles ne	pouvaient	pas m'amuser. -je ne les aurais pas aujourd'hui, repris
1736_Crebillon_Egarements2	, fort embarrassé des impertinences que je lui	disais	, et du peu de cas qu'elle semblait en faire.
1736_Crebillon_Egarements2	, et du peu de cas qu'elle	semblait	en faire. -ce n'est là qu'un mot, repartit
1736_Crebillon_Egarements2	Pourquoi voulez -vous m'imputer vos bévues ?	Devais	-je vous apprendre à quel point vous me plaisiez, et vous
1736_Crebillon_Egarements2	-je vous apprendre à quel point vous me	plaisiez	, et vous dire, moment à moment, l'impression que
1736_Crebillon_Egarements2	moment à moment, l'impression que vous	faisiez	sur moi ? Ce soin, de ma part, eût sans
1736_Crebillon_Egarements2	auriez -vous pardonné de le prendre ? N'	était	-ce pas à vous à connaître et saisir mes mouvements ? Est
1736_Crebillon_Egarements2	m'avez averti que lorsqu'il ne me	restait	pas le temps de m'arranger pour vous y suivre, et
1736_Crebillon_Egarements2	sans doute, attend avec impatience que vous	vouliez	bien me congédier. Je crois en effet, ajoutai -je,
1736_Crebillon_Egarements2	ai aimé avant que je susse si vous	méritiez	de l'être, avant que vous sussiez vous -même ce que
1736_Crebillon_Egarements2	je pusse imaginer que le goût que j'	avais	pour vous pût me conduire où j'ose enfin avouer que je
1736_Crebillon_Egarements2	pu prévoir que vous penseriez à moi,	devais	-je imaginer que vous me rendriez sensible, et qu'un événement
1736_Crebillon_Egarements2	ma façon de penser), ma sécurité	était	bien naturelle. Ce fut donc, non seulement sans craindre pour
1736_Crebillon_Egarements2	plus longues, et le plaisir qu'il	semblait	que vous prissiez à me voir, ne me parurent que les
1736_Crebillon_Egarements2	les effets de notre ancienne amitié. Vous	entriez	dans le monde, vous commenciez à vous former, et il
1736_Crebillon_Egarements2	. Vous entriez dans le monde, vous	commenciez	à vous former, et il était tout simple que vous me
1736_Crebillon_Egarements2	vous commenciez à vous former, et il	était	tout simple que vous me cherchassiez avec plus d'ardeur que vous
1736_Crebillon_Egarements2	avec plus d'ardeur que vous ne l'	aviez	fait dans votre enfance. Ce que vous me disiez sur l'
1736_Crebillon_Egarements2	dans votre enfance. Ce que vous me	disiez	sur l'amour, l'acharnement avec lequel vous m'en parliez
1736_Crebillon_Egarements2	, l'acharnement avec lequel vous m'en	parliez	et la difficulté que je trouvais à vous faire porter votre esprit
1736_Crebillon_Egarements2	m'en parliez et la difficulté que je	trouvais	à vous faire porter votre esprit sur d'autres matières, ne
1736_Crebillon_Egarements2	ne m'instruisirent pas mieux, et je	désirais	si peu de vous plaire que je ne pus jamais penser que
1736_Crebillon_Egarements2	je ne pus jamais penser que je vous	plaisais	. Votre embarras enfin me fit naître l'envie de savoir ce
1736_Crebillon_Egarements2	naître l'envie de savoir ce qui vous	agitait	, et, croyant n'être que confidente, je me trouvai
1736_Crebillon_Egarements2	pour vous enlever à une fantaisie qui me	paraissait	déplacée et dont j'étais fâchée d'être l'objet. Mon
1736_Crebillon_Egarements2	fantaisie qui me paraissait déplacée et dont j'	étais	fâchée d'être l'objet. Mon amitié pour vous, votre
1736_Crebillon_Egarements2	fut pas plus dangereux que je ne l'	avais	cru, le devint enfin. Je vous perdais avec plus de
1736_Crebillon_Egarements2	cru, le devint enfin. Je vous	perdais	avec plus de regret, vous attendais avec impatience et votre vue
1736_Crebillon_Egarements2	vous perdais avec plus de regret, vous	attendais	avec impatience et votre vue me faisait sentir des mouvements qu'avant
1736_Crebillon_Egarements2	vous attendais avec impatience et votre vue me	faisait	sentir des mouvements qu'avant que vous m'eussiez parlé, je
1736_Crebillon_Egarements2	que vous m'eussiez parlé, je ne	connaissais	pas. Je reconnus alors la nécessité de vous fuir, mais
1736_Crebillon_Egarements2	de vous fuir, mais je ne le	pouvais	plus. Un je ne sais quel charme, trop faible dans
1736_Crebillon_Egarements2	crusse avoir besoin de le combattre, m'	attachait	à vos discours. Je me les répétais quand vous les aviez
1736_Crebillon_Egarements2	attachait à vos discours. Je me les	répétais	quand vous les aviez finis. Je m'arrachais avec peine,
1736_Crebillon_Egarements2	. Je me les répétais quand vous les	aviez	finis. Je m'arrachais avec peine, et toujours trop tard
1736_Crebillon_Egarements2	quand vous les aviez finis. Je m'	arrachais	avec peine, et toujours trop tard, au plaisir de vous
1736_Crebillon_Egarements2	de votre âge aumien, et qui m'	avait	d'abord si sensiblement frappée, disparut à mes regards. Chaque
1736_Crebillon_Egarements2	à mes regards. Chaque jour que nous	passions	à nous voir, me semblait vous donner des années, ou
1736_Crebillon_Egarements2	que nous passions à nous voir, me	semblait	vous donner des années, ou m'ôter des miennes. L'
1736_Crebillon_Egarements2	m'ôter des miennes. L'amour seul	pouvait	m'aveugler à ce point ; et croire que nous pouvions être
1736_Crebillon_Egarements2	à ce point ; et croire que nous	pouvions	être faits l'un pour l'autre, était une preuve trop
1736_Crebillon_Egarements2	être faits l'un pour l'autre,	était	une preuve trop sûre du mien, pour pouvoir le méconnaître.
1736_Crebillon_Egarements2	crus pas sans ressource. Comme je ne	souhaitais	pas d'être vaincue, je ne voulais pas voir que je
1736_Crebillon_Egarements2	souhaitais pas d'être vaincue, je ne	voulais	pas voir que je l'étais déjà. Convaincue enfin de l'
1736_Crebillon_Egarements2	je ne voulais pas voir que je l'	étais	déjà. Convaincue enfin de l'extrême tendresse que vous m'aviez
1736_Crebillon_Egarements2	enfin de l'extrême tendresse que vous m'	aviez	inspirée, je cherchai du moins à retarder ma chute, et
1736_Crebillon_Egarements2	dernière faiblesse. Votre peu d'expérience m'	aidait	dans mon projet, et je jouissais du plaisir de vous voir
1736_Crebillon_Egarements2	m'aidait dans mon projet, et je	jouissais	du plaisir de vous voir amoureux, d'autant plus paisiblement que
1736_Crebillon_Egarements2	amoureux, d'autant plus paisiblement que je	craignais	moins de me voir devenir trop coupable. Il n'est donc
1736_Crebillon_Egarements2	ne vous aie pas dit que je vous	aimais	, lorsque je ne vous aimais pas encore. Il ne l'
1736_Crebillon_Egarements2	je vous aimais, lorsque je ne vous	aimais	pas encore. Il ne l'est point davantage, qu'après
1736_Crebillon_Egarements2	ai pu pour vous les cacher. C'	était	à vous à tâcher de les découvrir et si je puis vous
1736_Crebillon_Egarements2	, ajoutai -je, voyant que je ne	savais	ce que je lui disais, il est tard, et vous
1736_Crebillon_Egarements2	que je ne savais ce que je lui	disais	, il est tard, et vous voulez bien que je prenne
1736_Crebillon_Egarements2	siège, fort étonné de ce que c'	était	moi qui étais confondu. Mon embarras augmenta encore quand elle m'
1736_Crebillon_Egarements2	étonné de ce que c'était moi qui	étais	confondu. Mon embarras augmenta encore quand elle m'ordonna (sans
1736_Crebillon_Egarements2	) de m'asseoir sur un fauteuil qui	touchait	à son canapé, ce qui me mettait beaucoup plus près d'
1736_Crebillon_Egarements2	touchait à son canapé, ce qui me	mettait	beaucoup plus près d'elle que je n'étais d'abord.
1736_Crebillon_Egarements2	beaucoup plus près d'elle que je n'	étais	d'abord. J'obéis en tremblant, sans oser la regarder
1736_Crebillon_Egarements2	émotion tendre, que le récit qu'elle	venait	de me faire m'avait involontairement donnée. " il est donc
1736_Crebillon_Egarements2	récit qu'elle venait de me faire m'	avait	involontairement donnée. " il est donc vrai, continua-t -elle,
1736_Crebillon_Egarements2	entièrement succombé, et que, si vous	aviez	pu connaître toute ma faiblesse, je serais aujourd'hui, de toutes
